SKU,Brand,Raw_Material,Quantity_Used
685,Velvet Freeze,Packaging,2.51
685,Velvet Freeze,Cream,2.54
685,Velvet Freeze,Flavoring,5.98
686,Creamy Bliss,Vanilla Extract,6.64
686,Creamy Bliss,Fruit,2.9
686,Creamy Bliss,Stabilizers,8.88
686,Creamy Bliss,Milk,5.6
686,Creamy Bliss,Emulsifiers,2.42
687,Velvet Freeze,Milk,7.45
687,Velvet Freeze,Flavoring,5.22
687,Velvet Freeze,Emulsifiers,4.2
687,Velvet Freeze,Fruit,6.71
687,Velvet Freeze,Chocolate,3.03
688,Creamy Bliss,Sugar,5.03
688,Creamy Bliss,Milk,8.62
688,Creamy Bliss,Stabilizers,3.41
688,Creamy Bliss,Packaging,5.39
688,Creamy Bliss,Emulsifiers,5.61
689,Frosty Delights,Vanilla Extract,2.37
689,Frosty Delights,Sugar,3.5
689,Frosty Delights,Emulsifiers,5.16
690,Arctic Treats,Vanilla Extract,4.3
690,Arctic Treats,Flavoring,2.22
690,Arctic Treats,Packaging,2.61
691,Arctic Treats,Packaging,5.01
691,Arctic Treats,Flavoring,2.21
691,Arctic Treats,Stabilizers,9.84
692,Polar Joy,Cream,5.84
692,Polar Joy,Flavoring,3.39
692,Polar Joy,Sugar,2.97
692,Polar Joy,Chocolate,5.88
692,Polar Joy,Stabilizers,4.24
693,Velvet Freeze,Cream,9.87
693,Velvet Freeze,Vanilla Extract,4.83
693,Velvet Freeze,Milk,1.99
693,Velvet Freeze,Fruit,3.48
694,Creamy Bliss,Flavoring,7.81
694,Creamy Bliss,Packaging,0.54
694,Creamy Bliss,Milk,8.64
694,Creamy Bliss,Chocolate,8.22
694,Creamy Bliss,Stabilizers,4.34
695,Creamy Bliss,Emulsifiers,8.59
695,Creamy Bliss,Stabilizers,1.61
695,Creamy Bliss,Vanilla Extract,5.73
696,Sunny Scoops,Sugar,9.42
696,Sunny Scoops,Emulsifiers,6.31
696,Sunny Scoops,Vanilla Extract,1.39
696,Sunny Scoops,Milk,4.9
696,Sunny Scoops,Flavoring,0.91
697,Sunny Scoops,Vanilla Extract,1.14
697,Sunny Scoops,Sugar,5.55
697,Sunny Scoops,Chocolate,3.67
697,Sunny Scoops,Emulsifiers,1.43
697,Sunny Scoops,Flavoring,0.89
698,Frosty Delights,Stabilizers,4.61
698,Frosty Delights,Emulsifiers,4.22
698,Frosty Delights,Cream,3.81
698,Frosty Delights,Chocolate,9.45
698,Frosty Delights,Milk,3.97
699,Arctic Treats,Chocolate,1.73
699,Arctic Treats,Packaging,1.54
699,Arctic Treats,Flavoring,2.88
699,Arctic Treats,Cream,2.32
699,Arctic Treats,Stabilizers,5.1
700,Polar Joy,Emulsifiers,4.7
700,Polar Joy,Chocolate,4.35
700,Polar Joy,Cream,2.87
700,Polar Joy,Fruit,3.55
700,Polar Joy,Flavoring,6.75
701,Sunny Scoops,Vanilla Extract,4.38
701,Sunny Scoops,Cream,3.55
701,Sunny Scoops,Milk,5.91
701,Sunny Scoops,Chocolate,5.95
701,Sunny Scoops,Packaging,7.48
702,Velvet Freeze,Fruit,2.34
702,Velvet Freeze,Stabilizers,3.39
702,Velvet Freeze,Cream,1.88
703,Sunny Scoops,Packaging,5.23
703,Sunny Scoops,Vanilla Extract,7.1
703,Sunny Scoops,Fruit,0.95
704,Frosty Delights,Chocolate,1.82
704,Frosty Delights,Fruit,2.01
704,Frosty Delights,Sugar,1.04
705,Arctic Treats,Milk,6.81
705,Arctic Treats,Vanilla Extract,2.84
705,Arctic Treats,Emulsifiers,5.84
705,Arctic Treats,Fruit,9.65
706,Arctic Treats,Sugar,9.59
706,Arctic Treats,Cream,4.61
706,Arctic Treats,Milk,1.65
706,Arctic Treats,Flavoring,6.07
707,Sunny Scoops,Flavoring,0.66
707,Sunny Scoops,Packaging,7.32
707,Sunny Scoops,Sugar,8.86
707,Sunny Scoops,Chocolate,8.05
707,Sunny Scoops,Vanilla Extract,1.56
708,Arctic Treats,Chocolate,9.71
708,Arctic Treats,Emulsifiers,5.55
708,Arctic Treats,Flavoring,9.69
708,Arctic Treats,Packaging,4
709,Creamy Bliss,Flavoring,7.07
709,Creamy Bliss,Chocolate,9.55
709,Creamy Bliss,Stabilizers,1.8
709,Creamy Bliss,Emulsifiers,3.78
710,Sunny Scoops,Chocolate,4.18
710,Sunny Scoops,Flavoring,6.88
710,Sunny Scoops,Cream,7.21
710,Sunny Scoops,Milk,8.69
710,Sunny Scoops,Emulsifiers,0.76
711,Creamy Bliss,Packaging,7.19
711,Creamy Bliss,Cream,5.78
711,Creamy Bliss,Stabilizers,6.13
712,Sunny Scoops,Chocolate,3.69
712,Sunny Scoops,Flavoring,3.82
712,Sunny Scoops,Vanilla Extract,3.31
713,Velvet Freeze,Milk,3.2
713,Velvet Freeze,Flavoring,8.04
713,Velvet Freeze,Vanilla Extract,0.54
713,Velvet Freeze,Chocolate,7.91
713,Velvet Freeze,Emulsifiers,3.9
714,Velvet Freeze,Fruit,6.99
714,Velvet Freeze,Stabilizers,9.44
714,Velvet Freeze,Vanilla Extract,7.83
715,Sunny Scoops,Emulsifiers,9.22
715,Sunny Scoops,Fruit,3.19
715,Sunny Scoops,Packaging,6.03
715,Sunny Scoops,Milk,9.78
716,Velvet Freeze,Milk,3.25
716,Velvet Freeze,Fruit,1.09
716,Velvet Freeze,Sugar,2.72
717,Arctic Treats,Vanilla Extract,1.93
717,Arctic Treats,Flavoring,8.92
717,Arctic Treats,Packaging,0.55
717,Arctic Treats,Cream,9.65
717,Arctic Treats,Milk,8.52
718,Polar Joy,Vanilla Extract,8.66
718,Polar Joy,Packaging,5.29
718,Polar Joy,Emulsifiers,1.2
719,Polar Joy,Flavoring,6.25
719,Polar Joy,Sugar,3.58
719,Polar Joy,Fruit,7.7
720,Frosty Delights,Chocolate,2.71
720,Frosty Delights,Fruit,9.86
720,Frosty Delights,Sugar,7.87
721,Arctic Treats,Milk,6.33
721,Arctic Treats,Sugar,4.07
721,Arctic Treats,Chocolate,5.75
721,Arctic Treats,Packaging,2.25
721,Arctic Treats,Vanilla Extract,4.4
722,Arctic Treats,Packaging,1.8
722,Arctic Treats,Sugar,6.64
722,Arctic Treats,Stabilizers,4.5
723,Polar Joy,Fruit,0.78
723,Polar Joy,Vanilla Extract,0.52
723,Polar Joy,Stabilizers,8.3
724,Arctic Treats,Stabilizers,3.24
724,Arctic Treats,Emulsifiers,6.12
724,Arctic Treats,Flavoring,7.21
724,Arctic Treats,Cream,2
725,Creamy Bliss,Chocolate,0.62
725,Creamy Bliss,Fruit,3.13
725,Creamy Bliss,Emulsifiers,9.64
726,Sunny Scoops,Flavoring,5.21
726,Sunny Scoops,Fruit,6.71
726,Sunny Scoops,Sugar,5.86
727,Creamy Bliss,Chocolate,7.62
727,Creamy Bliss,Vanilla Extract,3.24
727,Creamy Bliss,Packaging,5.37
727,Creamy Bliss,Emulsifiers,1.37
727,Creamy Bliss,Stabilizers,5.48
728,Creamy Bliss,Vanilla Extract,2.15
728,Creamy Bliss,Flavoring,4.33
728,Creamy Bliss,Stabilizers,1.77
729,Velvet Freeze,Sugar,4.47
729,Velvet Freeze,Packaging,1.91
729,Velvet Freeze,Milk,2.61
729,Velvet Freeze,Chocolate,4.27
729,Velvet Freeze,Stabilizers,8.1
730,Sunny Scoops,Packaging,2.79
730,Sunny Scoops,Sugar,5.2
730,Sunny Scoops,Stabilizers,2.2
731,Velvet Freeze,Flavoring,1.96
731,Velvet Freeze,Emulsifiers,6.42
731,Velvet Freeze,Sugar,8.39
732,Sunny Scoops,Fruit,5.76
732,Sunny Scoops,Vanilla Extract,1.53
732,Sunny Scoops,Milk,3.72
732,Sunny Scoops,Sugar,6.49
733,Sunny Scoops,Cream,4.9
733,Sunny Scoops,Vanilla Extract,8.72
733,Sunny Scoops,Milk,4.05
734,Creamy Bliss,Vanilla Extract,6.08
734,Creamy Bliss,Emulsifiers,6.37
734,Creamy Bliss,Flavoring,2.88
735,Arctic Treats,Packaging,7.29
735,Arctic Treats,Milk,6.66
735,Arctic Treats,Fruit,6.41
735,Arctic Treats,Chocolate,2
735,Arctic Treats,Flavoring,7.4
736,Velvet Freeze,Flavoring,2.62
736,Velvet Freeze,Fruit,5.48
736,Velvet Freeze,Sugar,7.63
736,Velvet Freeze,Milk,2.14
737,Creamy Bliss,Milk,9.85
737,Creamy Bliss,Sugar,4.71
737,Creamy Bliss,Flavoring,8.82
737,Creamy Bliss,Vanilla Extract,5.84
737,Creamy Bliss,Fruit,5.28
738,Sunny Scoops,Cream,0.55
738,Sunny Scoops,Stabilizers,4.77
738,Sunny Scoops,Chocolate,4.26
738,Sunny Scoops,Packaging,8.23
739,Polar Joy,Fruit,2.59
739,Polar Joy,Emulsifiers,4.21
739,Polar Joy,Chocolate,6.49
740,Sunny Scoops,Cream,5.19
740,Sunny Scoops,Vanilla Extract,2.98
740,Sunny Scoops,Stabilizers,4.13
740,Sunny Scoops,Milk,5.15
741,Polar Joy,Cream,7.84
741,Polar Joy,Fruit,3.9
741,Polar Joy,Sugar,0.83
741,Polar Joy,Vanilla Extract,3.15
742,Arctic Treats,Vanilla Extract,8.6
742,Arctic Treats,Milk,9.4
742,Arctic Treats,Fruit,8.37
742,Arctic Treats,Cream,7.61
743,Velvet Freeze,Stabilizers,9.41
743,Velvet Freeze,Milk,9.86
743,Velvet Freeze,Emulsifiers,8.13
744,Frosty Delights,Vanilla Extract,9.54
744,Frosty Delights,Chocolate,7.34
744,Frosty Delights,Sugar,9.07
745,Polar Joy,Vanilla Extract,9.85
745,Polar Joy,Milk,7.71
745,Polar Joy,Flavoring,7.74
746,Arctic Treats,Stabilizers,6.06
746,Arctic Treats,Sugar,3.73
746,Arctic Treats,Milk,8.04
747,Frosty Delights,Emulsifiers,3.44
747,Frosty Delights,Packaging,8.8
747,Frosty Delights,Sugar,9.9
748,Frosty Delights,Vanilla Extract,6.11
748,Frosty Delights,Sugar,4.86
748,Frosty Delights,Cream,2.09
749,Velvet Freeze,Emulsifiers,3.48
749,Velvet Freeze,Stabilizers,4.6
749,Velvet Freeze,Sugar,1.42
750,Creamy Bliss,Flavoring,5.9
750,Creamy Bliss,Packaging,9.91
750,Creamy Bliss,Chocolate,3.96
751,Sunny Scoops,Emulsifiers,2.79
751,Sunny Scoops,Packaging,3.89
751,Sunny Scoops,Stabilizers,8.86
752,Velvet Freeze,Stabilizers,7.04
752,Velvet Freeze,Packaging,9.94
752,Velvet Freeze,Sugar,2.15
752,Velvet Freeze,Milk,0.92
752,Velvet Freeze,Flavoring,9.58
753,Arctic Treats,Milk,6.95
753,Arctic Treats,Vanilla Extract,8.11
753,Arctic Treats,Cream,8.66
753,Arctic Treats,Stabilizers,4.34
753,Arctic Treats,Chocolate,1.84
754,Arctic Treats,Emulsifiers,6.67
754,Arctic Treats,Cream,1.2
754,Arctic Treats,Milk,4.39
754,Arctic Treats,Vanilla Extract,0.66
754,Arctic Treats,Fruit,6.09
755,Velvet Freeze,Flavoring,9.03
755,Velvet Freeze,Fruit,2.19
755,Velvet Freeze,Milk,0.9
755,Velvet Freeze,Emulsifiers,8.69
756,Polar Joy,Chocolate,2.27
756,Polar Joy,Emulsifiers,3.53
756,Polar Joy,Milk,6.32
756,Polar Joy,Sugar,6.22
757,Frosty Delights,Emulsifiers,9.34
757,Frosty Delights,Fruit,2.83
757,Frosty Delights,Packaging,1.25
757,Frosty Delights,Stabilizers,1.81
758,Frosty Delights,Sugar,9.4
758,Frosty Delights,Flavoring,5.22
758,Frosty Delights,Emulsifiers,9.27
758,Frosty Delights,Vanilla Extract,6.84
758,Frosty Delights,Cream,4.89
759,Arctic Treats,Fruit,7.08
759,Arctic Treats,Chocolate,9.63
759,Arctic Treats,Flavoring,8.31
759,Arctic Treats,Milk,0.51
759,Arctic Treats,Sugar,2.69
760,Sunny Scoops,Sugar,4.69
760,Sunny Scoops,Stabilizers,2.91
760,Sunny Scoops,Emulsifiers,7.39
760,Sunny Scoops,Cream,8.16
761,Velvet Freeze,Vanilla Extract,8.67
761,Velvet Freeze,Chocolate,9.3
761,Velvet Freeze,Stabilizers,7.23
761,Velvet Freeze,Emulsifiers,7.11
761,Velvet Freeze,Flavoring,5.43
762,Sunny Scoops,Packaging,3.65
762,Sunny Scoops,Fruit,1.4
762,Sunny Scoops,Milk,5.24
762,Sunny Scoops,Emulsifiers,1.07
763,Velvet Freeze,Sugar,2.03
763,Velvet Freeze,Cream,9.45
763,Velvet Freeze,Milk,3.54
763,Velvet Freeze,Emulsifiers,4.31
764,Polar Joy,Packaging,0.52
764,Polar Joy,Flavoring,7.3
764,Polar Joy,Milk,2.92
764,Polar Joy,Emulsifiers,8.63
764,Polar Joy,Cream,0.86
765,Velvet Freeze,Fruit,7.42
765,Velvet Freeze,Sugar,3.86
765,Velvet Freeze,Flavoring,2.4
765,Velvet Freeze,Chocolate,5.04
765,Velvet Freeze,Cream,9.59
766,Sunny Scoops,Stabilizers,7.65
766,Sunny Scoops,Chocolate,3.45
766,Sunny Scoops,Fruit,3.09
766,Sunny Scoops,Sugar,8.69
766,Sunny Scoops,Milk,5.9
767,Creamy Bliss,Chocolate,7.85
767,Creamy Bliss,Sugar,7.37
767,Creamy Bliss,Flavoring,6.1
767,Creamy Bliss,Vanilla Extract,1.84
768,Frosty Delights,Vanilla Extract,8.36
768,Frosty Delights,Emulsifiers,8.48
768,Frosty Delights,Chocolate,2.91
768,Frosty Delights,Milk,7.94
769,Arctic Treats,Stabilizers,8.59
769,Arctic Treats,Cream,9.86
769,Arctic Treats,Emulsifiers,2.01
769,Arctic Treats,Flavoring,3.29
770,Sunny Scoops,Milk,1.84
770,Sunny Scoops,Flavoring,1.66
770,Sunny Scoops,Sugar,5.22
771,Velvet Freeze,Stabilizers,9.92
771,Velvet Freeze,Chocolate,9.12
771,Velvet Freeze,Sugar,2.79
772,Frosty Delights,Stabilizers,7.44
772,Frosty Delights,Packaging,4.75
772,Frosty Delights,Flavoring,7.14
772,Frosty Delights,Emulsifiers,7.13
773,Velvet Freeze,Emulsifiers,1.68
773,Velvet Freeze,Flavoring,1.25
773,Velvet Freeze,Packaging,3.55
773,Velvet Freeze,Sugar,2.62
774,Velvet Freeze,Milk,2.24
774,Velvet Freeze,Sugar,8.29
774,Velvet Freeze,Cream,8.71
774,Velvet Freeze,Chocolate,3.98
774,Velvet Freeze,Packaging,3.12
775,Sunny Scoops,Stabilizers,1.62
775,Sunny Scoops,Milk,8.87
775,Sunny Scoops,Sugar,8.37
776,Polar Joy,Sugar,8.04
776,Polar Joy,Emulsifiers,7.08
776,Polar Joy,Cream,7.1
777,Arctic Treats,Stabilizers,9.36
777,Arctic Treats,Vanilla Extract,9.97
777,Arctic Treats,Milk,6.87
778,Polar Joy,Emulsifiers,7.94
778,Polar Joy,Milk,1.29
778,Polar Joy,Cream,2.43
778,Polar Joy,Packaging,7.04
778,Polar Joy,Sugar,9.94
779,Frosty Delights,Emulsifiers,1.17
779,Frosty Delights,Stabilizers,1.25
779,Frosty Delights,Packaging,2.64
780,Polar Joy,Chocolate,2.73
780,Polar Joy,Stabilizers,5.47
780,Polar Joy,Sugar,7.74
781,Sunny Scoops,Emulsifiers,6.38
781,Sunny Scoops,Cream,7.21
781,Sunny Scoops,Stabilizers,2.53
782,Creamy Bliss,Chocolate,7.07
782,Creamy Bliss,Flavoring,3.3
782,Creamy Bliss,Vanilla Extract,3.79
782,Creamy Bliss,Sugar,8.17
783,Velvet Freeze,Cream,4.69
783,Velvet Freeze,Chocolate,3.68
783,Velvet Freeze,Vanilla Extract,7.9
783,Velvet Freeze,Fruit,9.66
784,Sunny Scoops,Sugar,6.34
784,Sunny Scoops,Packaging,6.01
784,Sunny Scoops,Chocolate,2.4
784,Sunny Scoops,Emulsifiers,6.21
785,Velvet Freeze,Flavoring,2.74
785,Velvet Freeze,Vanilla Extract,2.74
785,Velvet Freeze,Emulsifiers,2.24
786,Polar Joy,Sugar,4.62
786,Polar Joy,Stabilizers,7.41
786,Polar Joy,Flavoring,3.41
786,Polar Joy,Fruit,5.33
786,Polar Joy,Cream,7.63
787,Creamy Bliss,Flavoring,8.42
787,Creamy Bliss,Stabilizers,2.5
787,Creamy Bliss,Fruit,3.25
787,Creamy Bliss,Vanilla Extract,2.33
788,Polar Joy,Emulsifiers,2.33
788,Polar Joy,Milk,5.05
788,Polar Joy,Flavoring,2.78
788,Polar Joy,Sugar,7.49
788,Polar Joy,Vanilla Extract,1.92
789,Velvet Freeze,Sugar,8.03
789,Velvet Freeze,Cream,5.49
789,Velvet Freeze,Chocolate,3.13
789,Velvet Freeze,Stabilizers,9.59
790,Creamy Bliss,Sugar,1.81
790,Creamy Bliss,Cream,1.91
790,Creamy Bliss,Flavoring,9.62
790,Creamy Bliss,Chocolate,7.75
790,Creamy Bliss,Vanilla Extract,5.1
791,Velvet Freeze,Stabilizers,3.96
791,Velvet Freeze,Cream,1.51
791,Velvet Freeze,Milk,9.94
792,Frosty Delights,Emulsifiers,8.13
792,Frosty Delights,Vanilla Extract,9.21
792,Frosty Delights,Fruit,8.79
792,Frosty Delights,Cream,5.1
793,Creamy Bliss,Packaging,3.08
793,Creamy Bliss,Flavoring,3.16
793,Creamy Bliss,Chocolate,2.55
794,Velvet Freeze,Sugar,4.44
794,Velvet Freeze,Packaging,5.16
794,Velvet Freeze,Vanilla Extract,8.14
794,Velvet Freeze,Fruit,8.63
794,Velvet Freeze,Chocolate,2.98
795,Arctic Treats,Vanilla Extract,6.81
795,Arctic Treats,Emulsifiers,4.11
795,Arctic Treats,Chocolate,3.82
795,Arctic Treats,Packaging,8.62
795,Arctic Treats,Milk,8.93
796,Creamy Bliss,Chocolate,7.9
796,Creamy Bliss,Sugar,2.7
796,Creamy Bliss,Fruit,9.28
796,Creamy Bliss,Vanilla Extract,4.53
796,Creamy Bliss,Flavoring,8.49
797,Velvet Freeze,Flavoring,8.31
797,Velvet Freeze,Vanilla Extract,4.3
797,Velvet Freeze,Cream,6.88
797,Velvet Freeze,Packaging,4.01
798,Sunny Scoops,Milk,5.2
798,Sunny Scoops,Flavoring,1.74
798,Sunny Scoops,Sugar,2.16
798,Sunny Scoops,Stabilizers,5.62
798,Sunny Scoops,Cream,0.91
799,Frosty Delights,Stabilizers,2.56
799,Frosty Delights,Cream,3.99
799,Frosty Delights,Chocolate,5.09
799,Frosty Delights,Packaging,7.49
800,Creamy Bliss,Stabilizers,5.01
800,Creamy Bliss,Sugar,6.49
800,Creamy Bliss,Chocolate,9.48
800,Creamy Bliss,Emulsifiers,4.58
801,Sunny Scoops,Flavoring,2.86
801,Sunny Scoops,Emulsifiers,8.15
801,Sunny Scoops,Vanilla Extract,1.92
801,Sunny Scoops,Fruit,6.53
802,Arctic Treats,Flavoring,2.93
802,Arctic Treats,Packaging,4.57
802,Arctic Treats,Vanilla Extract,0.55
802,Arctic Treats,Milk,7.82
803,Frosty Delights,Stabilizers,8.61
803,Frosty Delights,Sugar,0.73
803,Frosty Delights,Flavoring,8.11
804,Frosty Delights,Emulsifiers,6.26
804,Frosty Delights,Packaging,7.76
804,Frosty Delights,Vanilla Extract,6.21
804,Frosty Delights,Flavoring,3.22
805,Creamy Bliss,Packaging,6.22
805,Creamy Bliss,Fruit,4.59
805,Creamy Bliss,Cream,9
806,Sunny Scoops,Cream,9.54
806,Sunny Scoops,Stabilizers,7.63
806,Sunny Scoops,Emulsifiers,5.34
806,Sunny Scoops,Flavoring,7.91
806,Sunny Scoops,Fruit,7.62
807,Frosty Delights,Sugar,1.41
807,Frosty Delights,Fruit,1.36
807,Frosty Delights,Milk,2.39
807,Frosty Delights,Stabilizers,8.88
807,Frosty Delights,Flavoring,9.97
808,Creamy Bliss,Packaging,3.38
808,Creamy Bliss,Milk,8.26
808,Creamy Bliss,Chocolate,2.17
808,Creamy Bliss,Cream,0.52
809,Frosty Delights,Flavoring,9.64
809,Frosty Delights,Chocolate,0.85
809,Frosty Delights,Cream,2.03
809,Frosty Delights,Emulsifiers,8.92
809,Frosty Delights,Sugar,2.32
810,Velvet Freeze,Cream,2.4
810,Velvet Freeze,Milk,7.7
810,Velvet Freeze,Vanilla Extract,5.06
810,Velvet Freeze,Packaging,5.18
810,Velvet Freeze,Flavoring,1.47
811,Arctic Treats,Chocolate,4.64
811,Arctic Treats,Stabilizers,7.01
811,Arctic Treats,Vanilla Extract,1.56
811,Arctic Treats,Cream,7.08
812,Creamy Bliss,Chocolate,6.41
812,Creamy Bliss,Vanilla Extract,4.78
812,Creamy Bliss,Sugar,8.85
813,Polar Joy,Flavoring,6.58
813,Polar Joy,Vanilla Extract,8.07
813,Polar Joy,Chocolate,9.37
813,Polar Joy,Packaging,4.37
813,Polar Joy,Sugar,5.9
814,Frosty Delights,Sugar,1.79
814,Frosty Delights,Stabilizers,2.81
814,Frosty Delights,Emulsifiers,5.77
814,Frosty Delights,Chocolate,6.73
815,Arctic Treats,Flavoring,5.89
815,Arctic Treats,Emulsifiers,2.85
815,Arctic Treats,Vanilla Extract,2.65
815,Arctic Treats,Packaging,4.01
815,Arctic Treats,Milk,4.97
816,Creamy Bliss,Chocolate,5.94
816,Creamy Bliss,Packaging,6.66
816,Creamy Bliss,Milk,0.67
816,Creamy Bliss,Sugar,2.68
816,Creamy Bliss,Vanilla Extract,4.88
817,Velvet Freeze,Cream,1.29
817,Velvet Freeze,Stabilizers,2.03
817,Velvet Freeze,Flavoring,4.83
817,Velvet Freeze,Sugar,5.06
817,Velvet Freeze,Milk,9.8
818,Velvet Freeze,Cream,9.23
818,Velvet Freeze,Packaging,6.04
818,Velvet Freeze,Milk,1.85
818,Velvet Freeze,Fruit,3.87
818,Velvet Freeze,Flavoring,2.29
819,Sunny Scoops,Cream,1.1
819,Sunny Scoops,Sugar,3.75
819,Sunny Scoops,Chocolate,0.51
820,Sunny Scoops,Cream,7
820,Sunny Scoops,Fruit,9.41
820,Sunny Scoops,Milk,8.71
820,Sunny Scoops,Emulsifiers,4.59
820,Sunny Scoops,Packaging,7.15
821,Polar Joy,Flavoring,6.5
821,Polar Joy,Milk,0.56
821,Polar Joy,Packaging,1.55
821,Polar Joy,Cream,2.73
822,Sunny Scoops,Emulsifiers,6.51
822,Sunny Scoops,Milk,9.07
822,Sunny Scoops,Fruit,6.4
822,Sunny Scoops,Flavoring,3.79
823,Creamy Bliss,Chocolate,4.6
823,Creamy Bliss,Sugar,2.35
823,Creamy Bliss,Fruit,2.97
823,Creamy Bliss,Stabilizers,3.44
824,Polar Joy,Stabilizers,3.01
824,Polar Joy,Sugar,7.39
824,Polar Joy,Emulsifiers,8.31
825,Frosty Delights,Emulsifiers,4.78
825,Frosty Delights,Packaging,4.87
825,Frosty Delights,Milk,2.09
825,Frosty Delights,Stabilizers,4.89
825,Frosty Delights,Sugar,2.73
826,Frosty Delights,Sugar,5.91
826,Frosty Delights,Fruit,8.98
826,Frosty Delights,Stabilizers,3.42
827,Frosty Delights,Sugar,6.3
827,Frosty Delights,Flavoring,4.96
827,Frosty Delights,Emulsifiers,5.03
828,Arctic Treats,Fruit,0.95
828,Arctic Treats,Milk,4.43
828,Arctic Treats,Sugar,2.54
828,Arctic Treats,Packaging,4.45
829,Arctic Treats,Chocolate,3.51
829,Arctic Treats,Sugar,1.15
829,Arctic Treats,Flavoring,0.96
830,Polar Joy,Stabilizers,3.52
830,Polar Joy,Sugar,1.36
830,Polar Joy,Fruit,5.57
830,Polar Joy,Milk,4.84
830,Polar Joy,Emulsifiers,0.7
831,Creamy Bliss,Packaging,2.18
831,Creamy Bliss,Flavoring,0.69
831,Creamy Bliss,Milk,1.88
831,Creamy Bliss,Chocolate,8.29
831,Creamy Bliss,Fruit,4.73
832,Frosty Delights,Packaging,4.51
832,Frosty Delights,Stabilizers,3.6
832,Frosty Delights,Flavoring,1.22
832,Frosty Delights,Vanilla Extract,8.78
833,Velvet Freeze,Milk,8.28
833,Velvet Freeze,Vanilla Extract,8.34
833,Velvet Freeze,Stabilizers,5.88
833,Velvet Freeze,Fruit,7.71
833,Velvet Freeze,Packaging,2.35
834,Creamy Bliss,Stabilizers,7.61
834,Creamy Bliss,Emulsifiers,4.98
834,Creamy Bliss,Packaging,1.41
835,Polar Joy,Chocolate,7.5
835,Polar Joy,Emulsifiers,1.34
835,Polar Joy,Milk,3.91
835,Polar Joy,Fruit,6.75
835,Polar Joy,Cream,4.14
836,Sunny Scoops,Stabilizers,2.49
836,Sunny Scoops,Flavoring,5.17
836,Sunny Scoops,Fruit,1.94
836,Sunny Scoops,Chocolate,5.18
837,Frosty Delights,Stabilizers,9.61
837,Frosty Delights,Flavoring,1.15
837,Frosty Delights,Emulsifiers,5.24
838,Frosty Delights,Vanilla Extract,2.55
838,Frosty Delights,Sugar,4.54
838,Frosty Delights,Stabilizers,7.72
838,Frosty Delights,Fruit,0.98
838,Frosty Delights,Packaging,7.12
839,Arctic Treats,Vanilla Extract,8.9
839,Arctic Treats,Fruit,5.3
839,Arctic Treats,Stabilizers,4.93
839,Arctic Treats,Packaging,7.45
839,Arctic Treats,Chocolate,8.13
840,Polar Joy,Packaging,8.22
840,Polar Joy,Cream,4.3
840,Polar Joy,Chocolate,1.18
840,Polar Joy,Emulsifiers,8.23
841,Velvet Freeze,Milk,3.49
841,Velvet Freeze,Fruit,7.39
841,Velvet Freeze,Flavoring,6.07
841,Velvet Freeze,Packaging,0.68
841,Velvet Freeze,Cream,9.42
842,Frosty Delights,Packaging,4.13
842,Frosty Delights,Emulsifiers,3.75
842,Frosty Delights,Stabilizers,1.18
842,Frosty Delights,Cream,4.21
842,Frosty Delights,Vanilla Extract,2.09
843,Frosty Delights,Chocolate,5.81
843,Frosty Delights,Cream,3.25
843,Frosty Delights,Milk,2.89
844,Creamy Bliss,Stabilizers,1.06
844,Creamy Bliss,Emulsifiers,6.6
844,Creamy Bliss,Milk,6.23
844,Creamy Bliss,Vanilla Extract,4.11
845,Creamy Bliss,Flavoring,8.84
845,Creamy Bliss,Fruit,6.77
845,Creamy Bliss,Sugar,9.79
845,Creamy Bliss,Vanilla Extract,6.07
846,Polar Joy,Vanilla Extract,6.17
846,Polar Joy,Emulsifiers,5.12
846,Polar Joy,Cream,8.52
846,Polar Joy,Flavoring,8.93
847,Frosty Delights,Sugar,9.41
847,Frosty Delights,Flavoring,5.12
847,Frosty Delights,Chocolate,8.63
847,Frosty Delights,Packaging,8.24
847,Frosty Delights,Emulsifiers,6.82
848,Arctic Treats,Flavoring,4.32
848,Arctic Treats,Cream,3.54
848,Arctic Treats,Stabilizers,7
849,Polar Joy,Fruit,3.62
849,Polar Joy,Packaging,5.59
849,Polar Joy,Milk,7.33
849,Polar Joy,Stabilizers,6.43
849,Polar Joy,Emulsifiers,8
850,Arctic Treats,Chocolate,4.46
850,Arctic Treats,Vanilla Extract,9.34
850,Arctic Treats,Emulsifiers,7.03
850,Arctic Treats,Sugar,8.93
850,Arctic Treats,Stabilizers,9.88
851,Polar Joy,Packaging,0.88
851,Polar Joy,Emulsifiers,9.83
851,Polar Joy,Fruit,1.64
851,Polar Joy,Vanilla Extract,5.64
851,Polar Joy,Chocolate,7.36
852,Creamy Bliss,Fruit,3.73
852,Creamy Bliss,Chocolate,8.32
852,Creamy Bliss,Cream,3.89
853,Sunny Scoops,Sugar,8.87
853,Sunny Scoops,Packaging,7.3
853,Sunny Scoops,Stabilizers,0.98
854,Creamy Bliss,Stabilizers,4.3
854,Creamy Bliss,Cream,8.8
854,Creamy Bliss,Flavoring,4.61
854,Creamy Bliss,Milk,8.13
854,Creamy Bliss,Vanilla Extract,0.64
855,Creamy Bliss,Cream,4.62
855,Creamy Bliss,Packaging,3.81
855,Creamy Bliss,Sugar,2.41
856,Frosty Delights,Stabilizers,2.14
856,Frosty Delights,Milk,8.57
